"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Name 1","Old Health Facility Name 2","Old Health Facility Name 3","Facility Major Type","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Service Capability","Bed Capacity","Licensing Status","License Validity Date"
"DOH000000000014328","14328","CANSADAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN JOSE (CAPITAL)","0600613000","CANSADAN","0600613015","5700","","","","","","","","0"," ",""
"DOH000000000009544","9544","CANSILAYAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","GUIMARAS","0607900000","BUENAVISTA","0607901000","CANSILAYAN","0607901006","5044","","","","","","","","0"," ",""
"DOH000000000014358","14358","CANSILAYAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","VALDERRAMA","0600618000","CANSILAYAN","0600618011","5703","","","","","","","","0"," ",""
"DOH000000000008267","8267","CAPAGAO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANITAN","0601910000","CAPAGAO","0601910012","5815","","","","","","","","0"," ",""
"DOH000000000007060","7060","CAPIZ DOCTORS’ HOSPITAL","","","","Health Facility","Hospital","Private","","Cooperative","FUENTES DRIVE","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","LAWA-AN","0601914033","5800","+63 366215673","","","cdhospitalala@gmail.com","cdhospital1997@yahoo.com","","Level 2","94","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000001815","1815","CAPIZ EMMANUEL HOSPITAL, INC.","","","","Health Facility","Hospital","Private","","Corporation","ROXAS AVENUE","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","POBLACION X","0601914006","5800","036-6214-781","","+63 366214761","ceh_inc@yahoo.com","","","Level 2","100","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2025"
"DOH000000000043258","43258","CAPIZ PROVINCIAL HEALTH OFFICE","","","","Health Facility","Provincial Health Office","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","INZO ARNALDO VILLAGE","0601914030","5800","6216-598","","","phocapiz2021@gmail.com","","","","0"," ",""
"DOH000000000018408","18408","CAPULING BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DUE?AS","0603017000","PANDAN","0603017033","5038","","","","","","","","0"," ",""
"DOH000000000009184","9184","CAPUYHAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","SIGMA","0601916000","CAPUYHAN","0601916005","5816","","","","","","","","0"," ",""
"DOH000000000001049","1049","CARATAYA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CUARTERO","0601901000","CARATAYA","0601901010","5811","","","","","","","","0"," ",""
"DOH000000000023869","23869","CARATAYA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","MA-AYON","0601907000","CARATAYA","0601907009","5809","","","","","","","","0"," ",""
"DOH000000000046070","46070","CARAWISAN I BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","CARAWISAN I","0600614016","5714","","","","","","","","0","<b>Licensing Status:</b><br><span class=' btn-info'>Without License</span>",""
"DOH000000000046071","46071","CARAWISAN II BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","CARAWISAN II","0600614017","5714","","","","","","","","0"," ",""
"DOH000000000024191","24191","CARIDA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","TAPAZ","0601917000","CARIDA","0601917014","5814","","","","","","","","0"," ",""
"DOH000000000023862","23862","CARIDAD BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","JAMINDAN","0601906000","CARIDAD","0601906007","5808","","","","","","","","0"," ",""
"DOH000000000024140","24140","CARIDAD BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","CULASI","0600606000","CARIDAD","0600606015","5708","2778704","","","","","","","0"," ",""
"DOH000000000014473","14473","CARIT-AN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PATNONGON","0600612000","CARIT-AN","0600612007","5702"," "," "," "," "," "," ","","0"," ",""
"DOH000000000047614","47614","CARLES MAIN HEALTH CENTER","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","F. RAMOS STREET","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CARLES","0603014000","POBLACION","0603014028","5019","","","","","","","","0"," ",""
"DOH000000000006983","6983","CARLES PRIMARY CARE FACILITY","CARLES RURAL HEALTH UNIT","CARLES RURAL HEALTH UNIT AND BIRTHING CLINIC","CARLES RURAL HEALTH UNIT","Health Facility","Rural Health Unit","Government","Local Government Unit","","ALEXANDER BETITA AVENUE, GUA","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CARLES","0603014000","POBLACION","0603014028","5019","","","","carlesbirthingclinic@gmail.com","carlesprimarycarefacility@gmail.com","","","0","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000024209","24209","CARMELO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","BANATE","0603006000","CARMELO","0603006010","5010","","","","breezyamorespinosa@gmail.com","","","","0"," ",""
"DOH000000000045877","45877","CARMELO I BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","SAN REMIGIO","0600614000","CARMELO I","0600614018","5714","","","","","","","","0"," ",""
"DOH000000000047628","47628","CARMENCITA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PRESIDENT ROXAS","0601913000","CARMENCITA","0601913005","5803","","","","","","","","0"," ",""
"DOH000000000019283","19283","CARUGDOG BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","LEZO","0600408000","CARUGDOG","0600408004","5605"," "," "," "," "," "," ","","0"," ",""
"DOH000000000018276","18276","CARVASANA BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CALINOG","0603013000","CARVASANA","0603013026","5040","","","","","","","","0"," ",""
"DOH000000000044527","44527","CASALNGAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","ZONE 2","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","HAMTIC","0600608000","CASALNGAN","0600608018","5715","","","","","","","","0"," ",""
"DOH000000000018496","18496","CASALSAGAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","POTOTAN","0603037000","CASALSAGAN","0603037010","5008","","","","","","","","0"," ",""
"DOH000000000001056","1056","CASANAYAN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PILAR","0601911000","CASANAYAN","0601911004","5804"," "," "," "," "," "," ","","0"," ",""
"DOH000000000014383","14383","CASAY BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","ANINI-Y","0600601000","CASAY","0600601005","5717","","","","","","","","0"," ",""
"DOH000000000014461","14461","CASIT-AN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","LAUA-AN","0600609000","CASIT-AN","0600609008","5705","","","","LAUAANRHU@GMAIL.COM","","","","0"," ",""
"DOH000000000043764","43764","CASTILLO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","TIBIAO","0600617000","CASTILLO","0600617004","","","","","","","","","0"," ",""
"DOH000000000017125","17125","CATA-AN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","SAN JOAQUIN","0603040000","CATA-AN","0603040017","5024","","","","","","","","0"," ",""
"DOH000000000019232","19232","CATICLAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MALAY","0600412000","CATICLAN","0600412005","5608","+63 362887665","","","","","","","0"," ",""
"DOH000000000017882","17882","CAWAYAN BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","PUROK 2","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","CARLES","0603014000","CAWAYAN","0603014019","5019","","","","","","","","0"," ",""
"DOH000000000018826","18826","CAWAYAN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","NEW WASHINGTON","0600415000","CAWAYAN","0600415002","5610"," "," "," "," "," "," ","","0"," ",""
"DOH000000000019307","19307","CAYANGWAN BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MAKATO","0600411000","CAYANGWAN","0600411011","5611","+63 362763043"," "," "," "," "," ","","0"," ",""
"DOH000000000018480","18480","CAYOS BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","DUMANGAS","0603018000","CAYOS","0603018016","5006","+63 333612411","","","","","","","0"," ",""
"DOH000000000001060","1060","CAYUS BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PILAR","0601911000","CAYUS","0601911005","5804"," "," "," "," "," "," ","","0"," ",""
"DOH000000000035078","35078","CENTRAL BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","CASAMATA","","REGION VI (WESTERN VISAYAS)","0600000000","ILOILO","0603000000","AJUY","0603001000","CENTRAL","0603001008","5012","","","","","","","","0"," ",""
"DOH000000000008716","8716","CENTRO BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","DAO","0601902000","CENTRO","0601902006","5810","","","","","","","","0"," ",""
"DOH000000000045649","45649","CENTRO ESTE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","LIBERTAD","0600610000","CENTRO ESTE (POB.)","0600610013","5710","","","","","","","","0"," ",""
"DOH000000000045861","45861","CENTRO SUR BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","PANDAN","0600611000","CENTRO SUR (POB.)","0600611011","5712","","","","rhu_pandan@yahoo.com","","","","0"," ",""
"DOH000000000013596","13596","CENTRO SUR BARANGAY HEALTH STATION"," "," "," ","Health Facility","Barangay Health Station","Government","Local Government Unit",""," "," ","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","CULASI","0600606000","CENTRO SUR (POB.)","0600606033","5708"," "," "," "," "," "," ","","0"," ",""
"DOH000000000045651","45651","CENTRO WESTE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","LIBERTAD","0600610000","CENTRO WESTE (POB.)","0600610014","5710","","","","","","","","0"," ",""
"DOH000000000000480","480","CIRIACO S. TIROL HOSPITAL","DON CIRIACO S. TIROL SR. MEMORIAL HOSPITAL","","","Health Facility","Hospital","Government","Local Government Unit","","TIROL ROAD","","REGION VI (WESTERN VISAYAS)","0600000000","AKLAN","0600400000","MALAY","0600412000","BALABAG","0600412002","5608","036-2888-9733","036-288-3041","","ciriacostirolhospital@yahoo.com","","","Level 1","25","<b>Licensing Status:</b><br><span class=' btn-success'>With License</span>","12/31/2026"
"DOH000000000023850","23850","CODINGLE BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","DUMARAO","0601904000","CODINGLE","0601904016","5812","","","","","","","","0"," ",""
"DOH000000000016105","16105","CODIONG BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","ANTIQUE","0600600000","LIBERTAD","0600610000","CODIONG","0600610004","5710","","","","","","","","0"," ",""
"DOH000000000034998","34998","COGON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","PANAY","0601909000","COGON","0601909021","5801","","","","","","","","0"," ",""
"DOH000000000001070","1070","COGON BARANGAY HEALTH STATION","","","","Health Facility","Barangay Health Station","Government","Local Government Unit","","","","REGION VI (WESTERN VISAYAS)","0600000000","CAPIZ","0601900000","CITY OF ROXAS (CAPITAL)","0601914000","COGON","0601914023","5800","","","","","","","","0"," ",""
